75,0,  i want a 120gb harddrive or a 37 inch tv or a new guitar.  anyonefeeling generous?  =p   x
76,0,  i want a hug
77,0,  I want Miley to tour Australia
78,0,  I wanted to sleep in this morning but a mean kid through a popsicle stick at me head. I wish I could fly away like those squirrels
79,0,  i was too slow to get $1 Up tix
80,0,  I will send sunshine to Northern Ireland are you going swimming today @kezbat
81,0,  I wish I could go to T4 On The Beach :'(    Would be great to see @Shontelle_Layne &amp; @DanMerriweather
82,0,  i would be so much happier if the walls of my bedroom were painted white
83,0,  idk wat 2 do who can i trust me im sorry 4 all da pain i have caused nebody ima take dis time out 2 straighten myself out i luv yall
84,0,  I'm finding the intercept slope..and banging my head against the wall..Math brain heads come save me
85,1,  I'm really going to bed now...
86,0,  im sick  'cough cough'
87,0,  in cab headed to the airport!  going home.... christy&gt;
88,0,  In case I feel emo in camp (feeling a wee bit of it alr)...am bringing in the Human Rights Watch World Report 2009..hope it'll work
89,1,  Jin has a twitter.
90,0,  jonas day is almost over...
91,0,"  Jus Got Hom Fr. TDa Funeral... I'm So Sad! I Cried So Much Times! Much Love Grandpa!3 I Never Got To Say My Last ""Goodbye"" to Him."
92,1,  just gonna smile...cuz it is what it is..and im not sure what more they could want..
93,1,  Just got home and I got to see my friend Zahra whom I haven't seen since We graduated!!!  That makes me so happy.
94,0, - Longest night ever.. ugh! http://tumblr.com/xwp1yxhi6
95,0,  Mom says I have to get a new phone IMMEDIATELY....off to T-Mobile.  she paying....
96,0,  My new car was stolen....by my mother who wanted to go pose at church.
97,0,  no hang out with the girls 2day. 2moro hope so......
98,0,  no movie times for sunday!  Rats will have to plan tomorrow. I guess this means I have to work on those two  presentations I am doing!
99,0,  no pavel tonight Tigersfan
100,0,  not a cool night.
101,1,  oh thank you!
102,1, pleased
103,0, where is my picture i feel naked
104,0,  RIP David Eddings.
105,1,  Rose and ood will be back in the Xmas Who special!  YAY!  Damn that's half a year away.
106,0, - sannesias: Aww no neighbor! We need to watch Mean Girls :] http://tumblr.com/xv31s2pi8
107,0,  so whats the status on next weekend
108,0,  sorry @gigi4462 The Ex Husband has overdosed on his daily dose of haterade
109,0,  Thanks for your definition of throwbie!  Editors reviewed your entry and have decided to not publish it.
110,1,  Thanks I need all the help i can get.
111,1, - that explains alot.
112,1,  True highly subjective of me there. Tombre was actually my favorite character in the book. You got me  - http://is.gd/13be0 - Rishabh
113,0,  u guys knw whyy
114,0,  very much so
115,0,  waahhh now I'm getting sad....miss hub
116,0,Err:509
117,0,  Went to get dog from vets theyve stitched her ear charged us for it but she still bleeds like a waterfall everytime she moves. D: WHY!
118,0,  where is my picture i feel naked
119,0, Why must people be so picky. I mean 6 hours work and no dice!? Whats up with that! http://tumblr.com/xsg1m3ufn
120,0,  Why Twitter will soon become obsolete? http://www.imediaconnection.com/content/23465.asp
121,1,  wide awake   NOT!!!
122,1,  yeah me too. Its been awful weather here for the last week so that stinks. Kristis comin down and moe said mmmaybe he take us for  ...
123,0, - You: hi Stranger: HELLO I AM FRANK LAMPARD HOW ARE YOU You: fine You: and urself Stranger: i am gay Your... http://tumblr.com/xaj24dkly
124,0,  you'll always be my one and only...  [12*23*2007]
125,0, #3turnoffwords this shit sucks
126,0, #asylm J2 panel is over. Guess it's back to normal life.
127,1, #poemsunder140 ....started by @shannonelyse1
128,0, #squarespace brighten my bad day! i never win anything...
129,0, #Susan Boyle didnt win! mh well diversity was very good though! CONGRATZ!!
130,0, #twenty20
131,1, --- That is all and believe me.. it's enough!
132,1, 3 goooood timessss
133,0, 3 GrAdUaTE 093
134,0," "" Vandals paint swastikas on home of author of gay lesbian church story : Naples Daily News"" ( http://bit.ly/11zyzl )"
135,0," ""An unknown error occured (-4)"". uh oh. iPhone OS 3 fail so far "
136,0," ""experts (homers) predict Eagles to go 12-4 and Giants to go 9-7/ BS! http://www.dailysportspages.com/forums/showthread.php?t=49343"
137,1," ""I know you hungry so lets go outside on the balcony so you can eat""...."
138,0," ""I want you so bad it's driving me  mad"""
139,1," ""The 10 Men a UK Female Internet Entrepreneur Should Know when Starting and Growing a Business : The Next Women"" ( http://tinyurl.com ..."
140,1," ""The truth is hiding in your eyes"" @patita @MissMarian  Paramore _ Decode @Daninho502  ? http://blip.fm/~5ytke"
141,0," ""Try to turn on my tv to get you out of my head. I've got this feeling inside that I just won't admit..."" (that is literally how I feel)"
142,0," ""well the truth is I miss you so""- Coldplay"
143,0, (tears) :'-( Today is the last day with my kids...They go on summer break at their Dads tomorrow. *sighs* http://plurk.com/p/x8j86
144,0, (unsure) (annoyed) http://plurk.com/p/1230lz
145,0, (via @designrelated) are designed gallery exhibition postcards/mailers going extinct? via NYT http://ow.ly/fHJc
146,0, *BeautifulyLost
147,0,- *cries* I'm going to miss Harry Potter when it comes out.  I'm leaving to Vietnam on July 11th.  I'm going to cry!!
148,1,"-- *hummin* I SAY ""shut up &amp; put your money where your mouth is"" ...headin' out to reality. Cheers Twitter world! "
149,1,-- . *sigh* You cant love someone that doesn't love you back that's like stalker status . GET a divorce &amp;&amp; move on . Trinity.
150,0, . . . . going back to bed because I'm lookin' around and don't see a reason to be awake atm. Be up in a little.
151,1,-- . Aiqht Goodniqht . Tri Neena Malcolm Chaise  JLew ATL 333 Love Much .
152,1,-- . Triiiiiii .  ily . even if Chaise doesn't . =D *dies of laughter*
153,0, .. i wantt hiim soo badd !!
154,0, .. watching tv  bed shopping w. mom out w. trent hopefully i need my best friend
155,0, ... had weird encounters with so many homeless/creeps on the walk home tonight all by myself   awesome... really...
156,0, ... Rained out truck race
157,0, ... Why am I feeling worse??? F!!!
158,0, .... Feeling pain and happiness at the same time. How confusing!
159,1, ..... hot choco is the best!
160,0, ....in a shirt and panties. celulite
161,0, ..had to turn back to North due to body on line. So missing Design Council Design 4 Tech Transfer event   http://bit.ly/pXrzV...
162,0, ..y everything is so hard? :/
163,0, .bueno good bye. good night
164,1, : Beach day with Scoobs. =( : Still no phone.
165,0, : Let's have fun. When I give ya what I give ya.
166,0, :[ I don't want to move!!!
167,1, :-D ))))))))...WHAT AN AMAZING NIGHTDAY &amp; NIGHT AGAIN!! HI TWITS! I MiSS U GUYS
168,1, @ canaveral national  seashore
169,1," @ progressing in the production department with ""The Uprizing"" thats the priority getting the head nodding beats and then we reach out"
170,1, @ taylorrhicks enjoy chicago..b new venue is always cool. You shine everywhere you go. I know who you are. In time so will everyone.
171,0, @ the train crash in DC .....
172,1, @ Thestreetforce  '
173,1, @3sixty5days makes me smile.
174,1," @adamisacson My first day off in 3 weeks and my child got up before 7:00. So watch for me on ""Nancy Grac.. http://tr.im/khKW"
175,1," @adbert: ""#Video [Woody Woodpecker The Barber of Seville] I am great @klitoria just wishing to be a ch... http://blip.fm/~7g6r0"
176,1, @alexrauchman I am happy you are staying around here. Drexel is a fabulous university. You should be proud. yeah.
177,0, @alvinkschneider what happened to angels and demons and lions and tigers and bears!?
178,0, @AmericanWomannn Well that sure minimizes the impact...LOL
179,1, @ange_black @sween I call dibs on the Voltron arm. No the leg. Wait. Where are my manners? @baileygenine.. http://tr.im/oERy
180,1, @CharlottegC I just saw ur mum
181,1, @chloelunn and @meganmcdowell GET YOUR FAT ASSES ON HERE. NAI.
182,1,- @codinghorror See three external monitors on one laptop http://www.twitpic.com/6e3zp Win7RC  1 x 1920x1080 2 x 1280x1024
183,1," @copicmarker"" facebook.com/copic.marker if you're cool. Or if you're not cool. Maybe I'll send some cool .. http://tr.im/oyT7"
184,1, @crewislife  you want to start the morning later; in New York we can do that  (Californians have it even better)
185,1, @cybervenus http://twitpic.com/75kwb ~ LOL LuV IT! &gt;&gt; http://twitpic.com/75hsg Did any1 find or c 1? #a.. http://bit.ly/mUMFh
186,1, @dandelionas is making fettucini and garlic bread!
187,1, @danregal  tell @pfont i said Happy BDay!!
188,0,- @Darcy_Lussier @lkrammes I went to work once last year with no pants. Ironically that was my last day of work at that job. FML
189,1, @DirtyRose17  told you you would sweep haha :-p
190,0, @dreamingspires. there r many gr8 science cartoons http://bit.ly/6EW4Q http://bit.ly/gXH3q http://bit.ly/18sjXI http://bit.ly/KEAy2
191,0,- @Em91 Edinburgh fringe is only 10 weeks away?! I need monies  Btw I'm Elliott from @angryfeet - blame @howlieT for the Twitter intrusion
192,0, @emilymariie why didnt you come to school?? have you done the short stack thing by yourself or do you still need me?
193,0,- @EvertB which one? http://bit.ly/10o8LW http://bit.ly/Nh82S or http://bit.ly/wr8Vz - latter for the US Store only  #iphone #comics
194,0, @georgediaz #Magic ..thinking less than 50 % chance Hedo stays in Orlando. He's gonna go for the $$. They all do. Can't blame him though.
195,0, @Glamicole ..now who wud make this beautiful plc cry?
196,0, @HaterMagazine: @damienrandle it is now the outer fat kid.
197,1,- @haugern The servers are now backup if you experience any more problems then please let me know  Sorry about the delay...
198,1," @hawaiibuzz: ""yes i am lol j/k luv this! @DJDolceVita: ""you are like a gentle breeze that has blown throug...  http://blip.fm/~7s7mn"
199,0, @hellopnsdear se MORREA a mi Joseph no no se vale.
200,1, @hidingesther @linininiooh are my future rooooooooomies! NYC holleR
201,1, @Hijack_King7 I hope u have cheeSe burgerS 4 @Snubbmatic LMBO
202,1, @iamyas awesome
203,1, @ivegotzooms I am nothing of the kind and everything of the sort http://tr.im/mLsn
204,1,"- @jerrybattiste ""..pick up some flowers for the teacher.."" I'm jealous! I want flowers without having to be in the hospital to get them! "
205,1,"- @joaoqalves Think again   Talvez seja do nfase na cifra. Mas aten_o: ""Security is a chain; it's as strong as the weakest link _"
206,0, @jonasbrothers Why is your YouTube account suspended? lol Single Ladies dance? I NEED TO WATCH IT AGAIN!
207,0,- @JuicyJones I know.. SOLD OUT though.
208,1,- @kaitymarine - watch E3 @MCMudkips - Will do
232,0,                                     I miss her so much already...
233,0,               just practising.....how I feel
234,0,            Miss my love Jamie
235,0,          FUCK YOU!
236,0,        my head feels like a bowling ball
237,0,        my heart hurts badly...
238,0,       FS keeps crashing when I try to load Bungie plane.
239,0,      My current headset is on its deathbed now!  My dad gave it to me just 3 weeks back!
240,0,     ....    My mood is currently BLAH . Sitting in a parking lot
241,1,     I am happy
242,0,    ...that is all.
243,0,    everyone went home. and not everyone was even here! ~CMF 3
244,0,    fed up....
245,0,    fuck fuck fuuuuck!
246,0,    Not feeling it today     And to make matters worst its super nasty and rainy outside YUCK!
247,0,   @Beansummer
248,0,   Awwwwwh  i wanted Aiden Davis 2 WIN i 3 him so bummed he didnt
249,0,   bed time now....
250,1,   Faltam 4 dias para o World Drawing day
251,0,   Friends like these ... no thanks I'm not fake! ^ ^
252,1,   haha omg. stayin steezy &amp; mowin the lawn... loviie still here &amp;&amp; goiing tanning soon.
253,0,   i think my bf is cheating on me!!!!
254,1,   i wanna play with my camera but i will settle for playing with iv's and heart monitors
255,0,   i want an octo drive
256,0,   I want to display my pretty voltron!  Upside I get two pretty voltrons!
257,0,   i want to find a way to put my photos on phone here i have Bluetooth in both phone and computer but it doesn't work
258,0,   IN an effort to bring you the best content we just added at lease 30 hours to the release of The digital Rapture.  soon... hang tight
259,0,  --- is our response to what happened today. and that is all.
260,0,   J you are right... it hurts.
261,0,   kinda but not really but kinda
262,0,   let's have a moment of silence for our childhood homes... sadly it can't be replaced and we can never go back
263,1,   lol all these #robotpickuplines are hilarious
264,1,   man oh man     (i should punch myself in the head but im ok with that)
265,1,   my friends can get with ur friends and we can all b friends shit we could do this every weeknd.. Aiigght?  with coop n the crew
266,0,   No man is worth your tears and the one that is won't make you cry!
267,0,   rain rain go away!
268,0,   storms are scary!
269,1,   such a beautiful satisfying day of bargain shopping. loves it.
270,0,   Tell those girls your clocking out lol
271,1,   thank god today is friday !!! I love Ti Ti! 3
272,0,   the batt to my internet connection died.  Guess its back to the mobile!
273,1,   thrilled about being at work this morning
274,1,   we break dance not hearts by Short Stack is my ringtone.... i LOVE that song!!!.....
275,0,   www.apple.com/iphone now has it for the 18th
276,0,  #squarespace #trackle  no apple iphone card for us  maybe tomorrow! I guess it helps if you tweet it huh?  We forgot
277,0,  (unsure)  (hassle)  (:  (music) http://plurk.com/p/yq08l
278,0,                                           exhausted
279,0,          i want some ben&amp;jerrys cake batter please ugh
280,1,          my life is very lazzzzyyyy!!!!!!!            ***********
281,0,        wish ella was on or somebody
282,1,       ish in a good mood .....tlk to me
283,0,      i think i'm going to go 3 a long drive then when i get to the pacific ocean open my car door and throw my pc in the ocean
284,0,      what the hell BBC?
285,0,     #canucks
286,0,     I dont like this weekend.. Huhuhu ( (
287,0,     I'll get on it right away!
288,1,-     J + A MADE NiCE..... TWiCE!                     for now ;]
289,1,     loves life atm!   its brilliant XD
290,1,     who else is in a happy mood?? =D
291,1,    !BYE EVERYONE!
292,0,    ...lonely night
293,0,    blue does not work
294,0,    geez I'm feeling their pain
295,0,    i miss my summertime daley.
296,0,    on the computer ... . . . . . . *ill*    lol       no fuckin goin to portugal
297,1,    SO FAR SO GOOD!
298,1,    TODAY WAS A GREAT DAY!!!
299,0,    UGHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
300,0,   #Battleground
301,1,   a lot a lot a lot a lot a lot a lot a lot a lot a lot a lot a lot a lot.
302,0,   Awwwwwh  i wanted Aiden Davis 2 WIN  i 3 him so bummed he didnt
303,0,   Curtain drops at the Crown Uptown after 32 ye http://www.kansas.com/news/featured/story/860875.html
304,0,   eh  must leave New Mexico and soon!
305,0,   fail maths  i knew it i was just too slow
306,0,   From Gongwer OH Report sounds like leadership still considering library cuts not considering tax increases. #saveohiolibraries
307,0,   fuck sake. Why can things never work out for me?
309,0,   hoping to see my baby girl
310,0,   i don't even know.
311,0,   I just lost a member of my family
312,0,   I'm SICK of bedtime battles
313,0,   i'm so cold this morning......       i have chills all over.....
314,0,   Just...
315,0,   No no no. Tonight goes on the books as the worst SYTYCD results show.
316,0,   no shopping
317,0,  - Poor lil mousey just out enjoying the sunny day. I don't think I'd feel so bad if it was a big gnarly rat though. Dbl standard? Yep.
318,0,  -- that's an EPIC sad face.
319,0,   This magazine story just broke my heart at the dentist's office today:  http://tinyurl.com/ngbq2c
320,1,   Tiger Woods is up by 2at 18 via http://nascar.com/racebuddy
321,0,   wanna go meet wifey but can't....  this sux   :'(
322,0,   Wondering why I feel like I do...I'll feel better though...Its all good! I'll be happy inspite of...Tweet ya lata
323,1,   yippeeeee yay lets gather in the hay...HIS LOVE FOUND IT'S WAY+ boyit's Gonna STAY added 2 the Master's HOLY WAY: ALL HIS WILL+WAY
324,0,  #IranElection - no one realizes how deep this goes.
325,0,  &gt;. Bodies from Air France crash have been found  http://twurl.nl/dvu8be (via @Paisano )
326,0,   that is the story of my life a whole bunch of frownies!
327,0,               I HAVE NOOOOOOOOOO FRIENDS ON TWITTER IT MAKES ME SAD WILL SOMEONE FOLLOW ME
328,0,             i just want to hear from you. i guess that's asking too much..
329,1,       Hardest working chica i know( mii boss lady) @MoneyAceweather (look up to her seriously) lOl
330,0,       i really2 don't like this condition. sucksssssss
331,0,       Orlando Lost  The Series. Oh Well Maybe Phoenix Or Boston Or Cleveland (The Teams I Like) Will Make It Next Year!
332,0,      rinitis sucks!!!!!
333,1,      thanks for being the bestttttttttttttttttttt J-dawg
334,0,     &gt;( &gt;(  i'm mad and sad right now. Played so terrible today in both soccer and basketball.
335,0,     - but mustache man is not that desperate
336,0,     --------- my face because i'm missing zoro tonight.
337,0,     @riceuniversiity I know huh @Kouture85 Im bout to cry@Ahmier thanks Marco! *muah*
338,0,     angry
339,1,     praise God for this beautiful day!!!
340,0,     sry matt 2 hear that (
341,0,     what the fucccckkkkkkkkkk
342,0,    Bye World!!!!!!
343,0,    i couldnt even have one fairytale night
344,0,    I'll be working when Pottercast/Lupins/Willows come near me.  FAIL.
345,0,    My cell phone screen is dead.  Sooooooooooo no texts and I don't know who's calling.  Fuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuck
346,0,    NO MORE SICKNESS. strike i say STRIKE! ohhhh well 'nother day off school i guess
347,0,    Nobody likes Year One in the reviews I've read. I'm disappointed. But maybe now I'll like it more since I'm not expecting much..
348,0,   (must i say more?)
349,0,   *old me's dead and gone*
350,0,   ... have to go now ??? 13 more minutes   ... please please please
351,1,   @Lakers!! I love you guyssss! Those rings.. Mmmyeahh! Bling blingg
352,1,   @PERFEKTnCHANCE (Chance) is Boo #29
353,1,   @Standing_Stones  Thank you very much for the DVD suggestion!  Very nice of you!  Looks good.
354,0,   awwwww i really hate this.
355,0,   bad day.
356,0,   bad day.....damn you @311. What kind of ticket sale was that.....
357,0,   Boston Globe could be shut down in 60 days http://sbne.ws/r/vWc
358,0,   bye guys!!!! i'ma miss ya'll sooo sooo much! but don't worry i'll be back on monday!!! have an awesome weekend!!! peace!!!!
359,0,   can i have some followers :' ( ... i'm so sad...    NOW THAT I'M LOSING HOPE -pressure
360,0,   Couldn't bless'd da mic w/ my bra's in music 2day @ERiceOnTheBeat @moneybagzfam1st @circustk
361,0,   CRY CRY CRY
362,0,   F**kn day...
363,0,   Goodnight
364,0,   grandma is very sick. not doing well. going to the emergency room.
365,1,   had a WONDERFUL day  G_D is GRRRRRRRRREAT!!!!!
366,0,   I am going to shed tears if the Cavs have to go home tonight. Like seriously
367,0,   i am soooo sad...at this point of night i'd be cuddling with jonathan like i did for 4 years
368,0,   I hate you forever.
369,1,   I have passed 70-542 exam today
370,0,   i missed it
371,0,   i still Feel like a Douchebag
372,1,   I want to write a song. I think I will.
373,1,- @serialseb Always thought time estimates should use 'value of Pi rule' (x 3.14). Only exception being 'Pi squared rule'.
374,1, @SirKenRobinson Creativity via Twitter http://bit.ly/HVTHS
375,1,- @SlashHudson you tease i wanna hear the tracks!!
376,0, @sommacolada never answering my im's
377,1, @soultravelers3 http://bit.ly/H9Nqe  15 TravelTips 4 student safety in roughplaces
378,0, @squarespace it's now fathers day and you haven't picked me...yet. I kind of want to incessantly bother you...#squarespace
379,1, @SRenaeNae... What is 'FML'
380,1," @sweetlilmzmia: ""Gotta LOVE Blip.fm - John Mayer Trio - CALIFORNIA DREAMIN' as heard on Conan 06/04/2009 ---...  http://blip.fm/~7qdf0"
381,1, @Thatsrightnate ~ Just in case you need some help w that:  http://bit.ly/12nP1H
382,1, @THEDIAMONDCOACH  Im sure he'd love that LOL
383,1," @theenglishmuse on ""Karl Lagerfeld"" 's Twitter profile(s) lol!  Heart the first pic http://tinyurl.com/cbl6tm"
384,0, @TheIanCrawford is no longer in the Cab. To say I'm heartbroken is an understatement... good luck with everything! you're amazing ian.
385,0, @va_songstress broke my twitter..
386,0, @warbo is off clubbing... must come over to sheffield sometime &amp; party but really probably shouldn't atm. a tech conference is a conf etc
387,1, @weselec My avatar can't figure out what you people are either. http://tr.im/jj70
388,0, @xxkirahxx is fulfilling my life's ambition 2 go 2 a Jonas Brothers concert + I went 2 HMV and the new album is already sold out! Why me?
389,1, @yhf What happened to movies anyway? It's like Hollywood forgot: in rough times the public wants to see.. http://tr.im/mZ8l
390,0, @zochula just yelled at me for picking apple store over food.
391,1," @ZOEBOE: ""whoops credit is due to   &gt;&gt;&gt;rb@MusicIsMySunshine:  "" ? http://blip.fm/~7d4pk"
392,1, =&gt; How not to exit a Cessna 206 #skydiving http://bit.ly/16ZZJ7
393,0, 1 of me cats kittens died only 3 days old too..RIP ming.
394,0, 1 week before the palm pre comes out and my centro dies. I have a temp phone but my contacts aren't transfered yet. #sadpanda #fb
395,1,- 20 chicken mcnuggets 2 double cheeseburgers large fries and a lemonade for dinner. Why you may ask? Because I hate my body.
396,0, 3 hrs on da phone...lol dude is hilarious
397,1,- 400th tweet (!) breakfast: everything bagel toasted w/cream cheese with an iced cap... delish
398,0, 5 gb of video to upload to utube :O dam sony vegas making it so big
399,0, 50% of the new footwear labeling norm is definitions that are never referred to in the document. Who wrote this up?
400,0, a big angry spider was crawling in my blankeys  i flicked it to the floor and cant sleep now
401,1, A blessed sunday everyone!
402,0,Err:509
403,1, A dog riding the bicycle http://bit.ly/gvMzD
404,0, a fly just landed in my green chile stew. i've never been big on killing bugs but this asshole asked for it. There goes my appetite
405,1, A problem shared is a buck passed
406,0, A_ just got the same handshake in her meeting. Vibe here sucks
408,0,  (Jonah:whats a tweet!?) SHARON!!!!!!!!!!!!
409,0,  alice is beating be at my scooby doo board game!
410,1,  am quite tired can't wait till wwe at burswood 3
411,0,  anyone have any advice on how to cope with a break up?
412,0,  arrrrrrrgggggggghhhhhhhh!!!!!!!!!!  that's it all lines of communications are temporarily suspended!
413,1,Err:509
414,1,  Being NASTY in the studio with my woman!!!  Go SLEEPIES!!!
415,0,  but i understand.
416,0,  cars being inspected today gonna cost me over 600 dollars
417,0,  e is OUT!
418,0,  everythings wrong.
419,0,  Exercise 2 build muscle mass is only thing that speeds metabolism: http://tinyurl.com/bvagbj
420,1,  feeling ok for the first time in a few days. thank you!
421,1,  found a new way to text him yey!
422,0,  friends dying is just horrible.
423,1,  going for a paddle 2moz
424,1,  Good Nite.  I hope Grandma visits my dreams again tonight.  Last Night was uplifting...  I miss her.
425,1,  Goodbassplayer... that is funny.... ;)  OilIPO.... I hope the people that will bring us good things are started early this week...
426,0,  He was the best there.
427,0,  Hungover........ and craving chocolate! OMG how funny was the pub last night!! LOL
428,0,  I dont want my sister to leave me for the whole summer!
429,0,  i hope everyone is at church so i can just go to my concert in peace on wed.  dont have to worry about rushing back to church to visit
430,0, - i just spilt the last of my jordans cereal on the floor i_m distraught http://tumblr.com/xxw2329lh
431,0,  I miss my family and friends.
432,0,  I see I missed the nectar sucking dirty talk ;)
433,0,  I want a freaking puppy now! A cute little black yorkshire terrier.
434,0, - I want irissa back http://tumblr.com/xpn1wrj48
435,0,  I'm glad diversity got through...but what about stavros!
436,1,  I'm here to tell ya ... very yummy.  Decided to go on a hunt for blender drinks ... know any good ones?
437,0,  I'm out of Nutella
438,0,  is it rlly tht serious? I'm abt to go thru my fonebook...
439,1,  is listenin to my new fav band more amor
440,0,  it is on environmental studies and driving me mental
441,0,  I've always seen bits &amp; pieces of Shottas. now I've seen the whole movie...it ends sooooo sad   I'm gonna cry.
442,1,  Just another day in paradise. ;)
443,0,  Just found a bone in my chicken nugget    Not cool
444,0, - Like I said my back still fucking hurts and I_m going to complain about it like no one_s business.... http://tumblr.com/x6n25amd5
445,1,  love you! 333
446,0,  my aunties dog is getting put down  hes my dogs brother aswell
447,0, - my head feels like its going to explode - mmm what a horrendous image... the mess!
448,0,  my head is killing meee
449,0, - My name is Amy. I_m only three My eyes are swollen I cannot see I must be stupid I must be bad What... http://tumblr.com/xfj1uain0
450,0, - my picture with Kris Karmada is gone forever its not in my comments on my mysapce or on my... http://tumblr.com/xzg1wy4jj
452,0, about 1/4 of my myspace comments are gone. cause someone hacked onto wills account. and kept abusing others so he had to delete it.
453,0, about school....... it will all be over soon can't wait to celebrate            STRES till then
454,1,- about to pop in a movie &amp; chill a bit... get it innnnn.! call n text
455,1,Err:509
456,0, abt missing Air France plane. Follow here for best air news source:  http://tinyurl.com/m2p6yk
457,0, AFI are not at reading til sunday this sucks !!!!!!!!!
458,0, after a crap night was looking forward to being cheered up but no. Never mind.
459,0, ah the postman didn't have my package. What am I goon to do for the rest of the day.....
460,1, ahh school on monday!!!! not ready
461,1, ahhh. Drizzy. Mr. Rogers you are indeed the best.
462,0, Airport Express doesn't rock enough to allow wireless scanning with the Canon pixma MX310 but otherwise it's wireless goodness.
463,0, Alistair's friends are all in the kitchen and I'm in my pjs...I JUST WANT A CUP OF TEA DAMMIT!
464,0, all day.. no play.
465,0, all dressed up and no bicyclist for Monday nite ride n Henderson KY http://bit.ly/10H4ne
466,0, all I want is my ma in my arms  that's all I want is you in my arms
